book_id,work_id,books_count,isbn13,authors,original_publication_year,title,language_code,average_rating,ratings_count,text_reviews_count,image_url
6313,4853462,50,9780380776850,Susan Elizabeth Phillips,1995,Heaven - Texas,en-US,4.08,25784,1081,https://images.gr-assets.com/books/1308646849m/73084.jpg
3449,1086625,42,9780671023190,Vince Flynn,1997,Term Limits,eng,4.30,27378,1081,https://images.gr-assets.com/books/1311847654m/85392.jpg
4867,5283119,31,9780425227720,Laurell K. Hamilton,2009,Skin Trade,en-US,3.90,31383,1081,https://images.gr-assets.com/books/1310494564m/5215879.jpg
6078,1726,178,9780425173750,Agatha Christie,1975,Curtain: Poirot's Last Case,eng,4.05,22020,1080,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3851,2319,67,9780446679090,Nelson DeMille,2000,The Lion's Game,,4.17,26582,1080,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4433,6522883,27,9781416580960,Kresley Cole,2010,Pleasure of a Dark Prince ,eng,4.41,34474,1080,https://images.gr-assets.com/books/1357612049m/6337006.jpg
3673,3516587,33,9780061138010,Kim Harrison,2009,White Witch - Black Curse,en-US,4.35,41420,1080,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2342,338580,658,9780140449240,Friedrich Nietzsche - R.J. Hollingdale - Michael Tanner,1886,Jenseits von Gut und B�se: Vorspiel einer Philosophie der Zukunft,eng,4.01,43322,1080,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2750,2208078,31,9780064401490,Betty MacDonald - Alexandra Boiger,1947,Mrs. Piggle-Wiggle,eng,4.16,45128,1080,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7453,1370491,32,9780553803080,Julie Gregory,2003,Sickened,,3.72,13713,1079,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8682,1656117,108,9780140449440,Émile Zola - Robin Buss,1867,Th�rèse Raquin,eng,3.71,14432,1079,https://images.gr-assets.com/books/1282318692m/110871.jpg
7783,1132275,219,9780679731210,Giuseppe Tomasi di Lampedusa - Archibald Colquhoun,1958,Il Gattopardo,eng,3.99,14685,1079,https://images.gr-assets.com/books/1376481466m/625094.jpg
8902,1262306,93,9781594481440,Anna Gavalda - Alison Anderson,2004,Ensemble - c'est tout,en-US,4.10,12882,1078,https://images.gr-assets.com/books/1327865734m/47780.jpg
7033,45495901,25,9781466867500,Jeffrey Archer,2016,Cometh the Hour,eng,4.13,16257,1078,https://images.gr-assets.com/books/1433791167m/25671861.jpg
7991,3038509,172,9780007120680,Agatha Christie,1969,Hallowe'en Party,eng,3.66,18577,1078,https://images.gr-assets.com/books/1295673439m/16307.jpg
3089,1356744,65,9780142406140,Anthony Horowitz,2003,Eagle Strike,,4.11,38844,1078,https://images.gr-assets.com/books/1373920729m/175004.jpg
6634,1196119,40,9780679736320,Cormac McCarthy,1979,Suttree,eng,4.18,13913,1077,https://images.gr-assets.com/books/1397600192m/394469.jpg
7345,213788,42,9780689851320,Cynthia Voigt,1981,Homecoming (Tillerman Family - #1),eng,3.92,18107,1077,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3037,19034527,151,9780871917720,Edgar Allan Poe - Byron Glaser - Bill D. Fountain,1843,The Tell-Tale Heart,eng,4.22,39717,1077,https://images.gr-assets.com/books/1317724096m/899492.jpg
9057,7229722,45,9781846054720,James Patterson - Howard Roughan,2010,Don't Blink,eng,3.79,12627,1076,https://images.gr-assets.com/books/1328433484m/6987558.jpg
8116,44676143,10,9780062422960,Victoria Aveyard,2015,Queen Song,,3.74,13562,1076,https://images.gr-assets.com/books/1437677533m/25005214.jpg
9585,868405,18,9780805078980,Jacqueline Winspear,2006,Messenger of Truth,,3.99,13956,1076,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6050,2067411,53,9780340752490,Rosamunde Pilcher,2000,Winter Solstice,eng,4.15,17427,1076,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5969,1383713,56,9780743454160,Greg Iles,2005,Turning Angel,eng,4.11,17992,1076,https://images.gr-assets.com/books/1327877096m/80630.jpg
6336,5913189,55,9780375422740,Alexander McCall Smith,2007,The Good Husband of Zebra Drive,en-US,4.06,20218,1076,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4356,1157840,32,9780060005700,Barry Schwartz,2004,The Paradox of Choice: Why More Is Less,eng,3.84,21859,1076,https://images.gr-assets.com/books/1410138134m/10639.jpg
5324,1281288,35,9780440237560,Karen Marie Moning,2004,The Immortal Highlander ,eng,4.34,28854,1076,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3174,836462,39,9780765348810,Steven Erikson,2001,Memories of Ice,eng,4.39,33291,1076,https://images.gr-assets.com/books/1316729348m/175983.jpg
5798,42692,63,9780552152170,Betty Mahmoody,1987,Not Without My Daughter,eng,4.04,19208,1075,https://images.gr-assets.com/books/1416296090m/43255.jpg
9107,15785860,8,9781414339370,Ira Wagler,2011,Growing up Amish,eng,3.36,10287,1074,https://images.gr-assets.com/books/1406514526m/10870589.jpg
2398,22566,91,9780446605490,James Patterson,2000,Roses Are Red,en-US,4.02,47337,1074,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9034,45754030,19,9780356504260,James S.A. Corey,2016,Babylon's Ashes,eng,4.18,13450,1073,https://images.gr-assets.com/books/1442247299m/25877663.jpg
9293,42756714,22,9781501106410,Anna Todd,2015,After Ever Happy,en-US,4.08,15124,1073,https://images.gr-assets.com/books/1417454456m/23214408.jpg
9464,5090918,37,9780373773560,Kristan Higgins,2009,Too Good To Be True,eng,3.90,16143,1073,https://images.gr-assets.com/books/1388920769m/5024334.jpg
7992,14147644,26,9780061869720,Sara Shepard,2011,Never Have I Ever ,eng,4.03,16442,1073,https://images.gr-assets.com/books/1289526446m/9266793.jpg
7172,13183177,163,9781419176520,Nikolai Gogol,1842,Шинель,,4.12,16469,1073,https://images.gr-assets.com/books/1448040003m/537094.jpg
5180,54350,25,9780671447540,David McCullough,1981,Mornings on Horseback,en-US,4.10,18950,1073,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2303,1098613,44,9780425205680,Laurell K. Hamilton,1996,Bloody Bones,eng,4.10,61727,1073,https://images.gr-assets.com/books/1304126691m/30241.jpg
9772,838459,48,9780345472460,Anne Tyler,2004,The Amateur Marriage,,3.59,12705,1072,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7625,18470260,43,9780061784800,James Rollins,2012,Bloodline,eng,4.23,15198,1072,https://images.gr-assets.com/books/1348523971m/13148921.jpg
7499,1064288,86,9782226135020,Éric-Emmanuel Schmitt,1996,Oscar et la dame rose,,4.20,16496,1072,https://images.gr-assets.com/books/1399593530m/120461.jpg
2921,1185316,67,9780060931730,Sylvia Plath,1965,Ariel,eng,4.23,38547,1072,https://images.gr-assets.com/books/1442258738m/395090.jpg
1732,995869,149,9780007151660,Agatha Christie,1924,The Man in the Brown Suit,eng,3.97,58728,1072,https://images.gr-assets.com/books/1390018729m/209194.jpg
8754,6488314,26,9780061767890,Steven Tyler,2011,Does the Noise in My Head Bother You?,en-US,3.47,10459,1071,https://images.gr-assets.com/books/1400065793m/6303704.jpg
6571,15455900,41,9780399256200,John Flanagan,2011,The Outcasts,eng,4.37,18183,1071,https://images.gr-assets.com/books/1327968303m/10551947.jpg
7526,6573248,20,9781416909840,Andrew Clements,2007,No Talking,eng,3.94,14531,1070,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8211,1136805,29,9780060525130,Meg Cabot,2007,Big Boned (Heather Wells - #3),eng,3.84,18715,1070,https://images.gr-assets.com/books/1496810737m/207687.jpg
4687,2210660,54,9780689859370,Holly Black - Tony DiTerlizzi,2000,The Seeing Stone,eng,3.87,30364,1070,https://images.gr-assets.com/books/1358701671m/519048.jpg
5804,1308344,47,9780140045290,Ken Kesey,1964,Sometimes a Great Notion,,4.24,16519,1069,https://images.gr-assets.com/books/1364846481m/529626.jpg
5206,2257006,31,9780446695690,Carl Hiaasen,2000,Sick Puppy,eng,3.88,19594,1069,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4634,2959456,163,9780312278500,Hermann Hesse - Richard Winston - Clara Winston - Theodore Ziolkowski,1943,Das Glasperlenspiel,eng,4.11,23461,1069,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2045,3634588,95,9780575075060,Frank Herbert,1981,God Emperor of Dune,eng,3.81,51891,1069,https://images.gr-assets.com/books/1327131560m/42432.jpg
7997,3319458,374,9780451528710,Henry James - Michael Cunningham,1880,Washington Square,,3.67,14611,1068,https://images.gr-assets.com/books/1309286618m/133954.jpg
6371,2004018,53,9780345481310,Naomi Novik,2006,Black Powder War,en-US,3.90,21082,1068,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4671,459447,29,9780375705040,Edwidge Danticat,1994,Breath - Eyes - Memory ,eng,3.86,22855,1068,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7567,6883482,6,9789792248620,Ahmad Fuadi,2009,Negeri 5 Menara,ind,4.04,10127,1067,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7987,19042585,23,9780356501500,Iain M. Banks,2012,The Hydrogen Sonata,eng,4.15,13807,1067,https://images.gr-assets.com/books/1340894566m/13497991.jpg
6642,19029792,14,9781613772270,Joe Hill - Gabriel Rodríguez,2013,Clockworks,eng,4.50,17551,1067,https://images.gr-assets.com/books/1343848792m/13490570.jpg
4125,2529437,18,9781423110700,Cinda Williams Chima,2008,The Dragon Heir,eng,4.14,29869,1067,https://images.gr-assets.com/books/1304657191m/2866413.jpg
9604,23859199,25,9780385532920,Scott Anderson,2013,Lawrence in Arabia,eng,4.12,9085,1066,https://images.gr-assets.com/books/1363837257m/17262206.jpg
8986,3229092,53,9780553807130,Dean Koontz,2008,Your Heart Belongs to Me,eng,3.34,13630,1066,https://images.gr-assets.com/books/1320422724m/2983562.jpg
4868,321161,115,9780875793270,James E. Talmage,1915,Jesus the Christ: A Study of the Messiah and His Mission according to Holy Scriptures both Ancient and Modern,,4.63,18710,1066,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5361,1521035,49,9780345484280,Kristin Hannah,2000,Angel Falls,,3.90,19908,1066,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9593,1830610,27,9780425220160,Nalini Singh,2008,Mine to Possess (Psy-Changeling #4),eng,4.13,20903,1066,https://images.gr-assets.com/books/1298434132m/1830755.jpg
3459,3280025,146,9780192838670,Pierre-Ambroise Choderlos de Laclos - Douglas Parm�e,1782,Les Liaisons dangereuses,eng,4.07,34396,1066,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7025,1008958,52,9780385340230,Danielle Steel,2007,Sisters,eng,3.81,14641,1065,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8267,4606059,26,9780425226740,Nalini Singh,2009,Branded by Fire (Psy-Changeling #6),eng,4.30,22167,1065,https://images.gr-assets.com/books/1334968711m/5628753.jpg
4309,39005,31,9781594481890,Mary Pipher,1994,Reviving Ophelia: Saving the Selves of Adolescent Girls,,3.86,23408,1065,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3202,6582745,63,9780385333510,Kurt Vonnegut Jr.,1987,Bluebeard,en-US,4.02,28764,1065,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7705,23643463,9,,Tijan,2013,Fallen Crest Family (Fallen Crest High - #2),en-US,4.28,21335,1064,https://images.gr-assets.com/books/1370197330m/17191012.jpg
6206,46115850,11,,Kathryn Croft,2015,The Girl With No Past,en-US,3.59,15764,1063,https://images.gr-assets.com/books/1440440726m/26158341.jpg
8215,2969715,192,9780007120840,Agatha Christie,1942,The Moving Finger,en-GB,3.84,18483,1063,https://images.gr-assets.com/books/1396227246m/16341.jpg
5252,967548,42,9780743474160,Judith McNaught,1991,Paradise,eng,4.32,25601,1063,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7678,8567932,30,9780670021800,Jane Green,2010,Promises to Keep,en-US,3.81,14223,1062,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6791,970518,37,9781582433230,Miriam Toews,2004,A Complicated Kindness,en-US,3.64,15765,1062,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6530,275237,376,9780671722920,William Shakespeare,1589,Titus Andronicus,en-US,3.71,18367,1062,https://images.gr-assets.com/books/1397028943m/72978.jpg
4336,376514,36,9780811200130,Jorge Luis Borges - Donald A. Yates - James E. Irby - Andr� Maurois,1962,Labyrinths,eng,4.46,23212,1062,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8391,14808326,18,,Carrie Jones,2012,Endure,eng,4.08,16676,1061,https://images.gr-assets.com/books/1330073413m/9915707.jpg
1495,84604,7,9780060899200,Frank Warren,2005,PostSecret: Extraordinary Confessions from Ordinary Lives,,4.01,59379,1061,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6480,2046265,20,9780345363140,Sharon Kay Penman,1982,The Sunne in Splendour,eng,4.40,16936,1060,https://images.gr-assets.com/books/1361649213m/119829.jpg
5410,6922779,24,9780425235680,Laurell K. Hamilton,2009,Flirt,en-US,3.70,28440,1060,https://images.gr-assets.com/books/1310494369m/6726595.jpg
2214,2983256,99,9781570425780,James Patterson - Keith David - Anthony Heald,1997,Cat & Mouse,en-GB,3.96,50283,1059,https://images.gr-assets.com/books/1375828879m/21436.jpg
9761,2329482,81,9780141185860,Richard Llewellyn,1939,How Green Was My Valley,eng,4.16,11777,1058,https://images.gr-assets.com/books/1440708862m/40496.jpg
8468,19154449,17,9780399157710,John Sandford,2012,Mad River (Virgil Flowers - #6),eng,4.17,13819,1058,https://images.gr-assets.com/books/1341499403m/13593555.jpg
5322,385351,72,9780061020020,L.J. Smith,1991,The Struggle,eng,3.50,29037,1058,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7924,9552554,34,9780385532360,Jeff Lindsay,2010,Dexter Is Delicious,,3.79,15277,1057,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5379,40153468,2,,Rachel Abbott,2014,Sleep tight,eng,3.98,18454,1056,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2995,1407664,62,9780345485760,Steve Berry,2007,The Alexandria Link,eng,3.92,32945,1056,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9793,1187279,77,9780393321980,Patricia Highsmith,1950,Strangers on a Train,eng,3.82,11500,1055,https://images.gr-assets.com/books/1331234879m/15677.jpg
6344,2457492,47,9780553804330,Lisa Gardner,2008,Say Goodbye,eng,4.12,17732,1055,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5478,918312,51,9780739464460,Alan Hollinghurst,2004,The Line of Beauty,eng,3.70,17760,1055,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
512,30431,34,9780385074070,Edgar Allan Poe,1849,The Complete Tales of Edgar Allan Poe,en-US,4.37,160326,1055,https://images.gr-assets.com/books/1327942676m/23919.jpg
8113,22429000,50,,Morgan Rice,2012,A Quest of Heroes (The Sorcerer's Ring - #1),eng,3.46,12882,1054,https://images.gr-assets.com/books/1392626603m/16299991.jpg
4191,2037992,199,9780553583180,Joseph Murphy - Ian McMahan,1962,The Power of Your Subconscious Mind,en-US,4.12,22359,1054,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7059,1057710,16,9781594489430,Anne Lamott,2007,Grace [Eventually]: Thoughts on Faith,en-US,3.98,13561,1053,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7972,1563512,43,9780345450720,Kristin Hannah,2002,Distant Shores,,3.70,14698,1053,https://images.gr-assets.com/books/1320544877m/836984.jpg
8489,2164522,13,9781416544180,Chuck Klosterman,2008,Downtown Owl,eng,3.53,10394,1052,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8721,1025700,29,9780743262130,David McCullough,1977,The Path Between the Seas: The Creation of the Panama Canal - 1870-1914,eng,4.19,11891,1052,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6121,2425604,32,9780330418870,Meg Cabot,2004,Boy Meets Girl,eng,3.82,24066,1052,https://images.gr-assets.com/books/1328033372m/93723.jpg
8290,647861,26,9781580628360,Jodee Blanco,2003,Please Stop Laughing at Me... One Woman's Inspirational Story,en-US,3.84,10414,1051,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8950,865487,47,9780747589370,William  Boyd,2006,Restless,eng,3.84,11228,1051,https://images.gr-assets.com/books/1330951946m/72148.jpg
7826,21887652,113,9780141185540,John Steinbeck,1942,The Moon Is Down,eng,3.87,14721,1051,https://images.gr-assets.com/books/1327961310m/12722.jpg
9031,15281561,24,9780345519510,Maya Banks,2011,Never Love a Highlander,eng,4.25,18777,1051,https://images.gr-assets.com/books/1348707357m/10378106.jpg
4209,7521142,40,9780446580830,Nelson DeMille,2010,The Lion,en-US,4.22,23628,1051,https://images.gr-assets.com/books/1259186800m/7164343.jpg
6970,1676569,38,9780440244170,Karen Marie Moning,2000,The Highlander's Touch ,eng,4.15,25398,1050,https://images.gr-assets.com/books/1257330461m/815150.jpg
3473,285261,17,9781847386820,L.J. Smith,1991,Dark Reunion,eng,4.19,34790,1050,https://images.gr-assets.com/books/1296605183m/6780439.jpg
402,1383053,12,9780553212280,Edgar Allan Poe,1843,The Tell-Tale Heart,en-GB,4.15,197636,1050,https://images.gr-assets.com/books/1327936583m/391729.jpg
9202,24806264,45,9781476751440,Hillary Rodham Clinton,2013,Hard Choices,eng,3.57,9724,1049,https://images.gr-assets.com/books/1402198745m/17727276.jpg
3448,6707636,18,9781434767950,Francis Chan - Danae Yankoski,2009,The Forgotten God: Reversing Our Tragic Neglect of the Holy Spirit,,4.17,28347,1049,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2425,775862,50,9781400030030,Bill Clinton,2004,My Life,eng,3.72,37311,1049,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6935,174503,45,9780140320980,William Pène du Bois,1947,The Twenty-One Balloons,en-US,3.96,18514,1048,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2624,1128436,95,,Isaac Asimov,1988,Prelude to Foundation,eng,4.05,45586,1048,https://images.gr-assets.com/books/1335782474m/30013.jpg
1287,142568,19,9780395401460,Harry Allard - James  Marshall,1977,Miss Nelson Is Missing!,eng,4.26,77473,1048,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8410,1405064,38,9780374116350,Tim Winton,2008,Breath,,3.80,11357,1047,https://images.gr-assets.com/books/1317792624m/2176735.jpg
3707,1276408,57,9781401307780,Jon Kabat-Zinn,1994,Wherever You Go - There You Are: Mindfulness Meditation in Everyday Life,en-US,4.11,26071,1047,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2271,3312754,73,9780552153260,Terry Pratchett,1996,Feet of Clay,,4.26,53657,1047,https://images.gr-assets.com/books/1320490628m/34527.jpg
8540,14147620,54,9780061728940,Candace Bushnell,2011,Summer and the City,en-US,3.63,12781,1046,https://images.gr-assets.com/books/1366212836m/9266769.jpg
7649,1724756,62,9780679733970,Jim Thompson,1952,The Killer Inside Me,,3.90,13993,1046,https://images.gr-assets.com/books/1403187402m/298663.jpg
3687,3600162,39,9780451225730,Rachel Caine,2008,Lord of Misrule,en-US,4.18,41199,1046,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9483,2237564,47,9781400031010,William  Boyd,2002,Any Human Heart,en-GB,4.26,10207,1045,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7949,330158,49,9781559702030,Miklós Nyiszli - Tibère Kremer - Bruno Bettelheim - Richard Seaver,1946,Orvos voltam Auschwitzban,en-US,4.24,12221,1045,https://images.gr-assets.com/books/1356698317m/315578.jpg
7138,12852,30,9780330353820,Margaret George,1997,The Memoirs of Cleopatra,eng,4.17,16088,1045,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3750,65004,71,9780765354950,Douglas Preston - Lincoln Child,1997,Reliquary,en-US,4.00,31006,1044,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3143,114,59,9780312151260,M.M. Kaye,1978,The Far Pavilions,en-US,4.20,34522,1044,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3205,538087,66,9780451822190,Stephen King - Bernie Wrightson,1983,Cycle of the Werewolf,eng,3.62,36400,1044,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3047,2736849,33,9780007158480,Dr. Seuss,1965,Fox in Socks,eng,4.04,44084,1044,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7913,52079,80,9789707311170,Mario Benedetti,1960,La tregua,spa,4.19,12280,1043,https://images.gr-assets.com/books/1371167309m/56919.jpg
3068,815535,65,9780385334240,Kurt Vonnegut Jr.,1976,Slapstick,eng,3.87,29477,1043,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3034,912164,48,9780312350000,Madeleine Wickham,2000,Cocktails for Three,en-US,3.38,32265,1043,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1904,27097530,13,9781401248960,Neil Gaiman - J.H. Williams III - Dave Stewart - Todd Klein,2015,The Sandman: Overture,en-US,3.94,53412,1043,https://images.gr-assets.com/books/1444878181m/18310944.jpg
9425,16294155,54,9781594487480,Juan Gabriel Vásquez - Anne McLean,2011,El ruido de las cosas al caer,eng,3.74,9262,1042,https://images.gr-assets.com/books/1356199047m/16171259.jpg
6686,2262692,57,9780446580300,Douglas Preston - Lincoln Child,2009,Cemetery Dance,eng,4.00,18494,1042,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5281,2278833,31,9780525478930,Heather Brewer,2008,Ninth Grade Slays (The Chronicles of Vladimir Tod - #2),en-US,4.14,22539,1042,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3931,16123482,14,9780310331930,Kyle Idleman,2011,Not a Fan: Becoming a Completely Committed Follower of Jesus,eng,4.23,23506,1042,https://images.gr-assets.com/books/1445188902m/11198480.jpg
6109,3239501,34,9780060525120,Meg Cabot,2006,Size 14 Is Not Fat Either,eng,3.83,25006,1042,https://images.gr-assets.com/books/1479654269m/23217.jpg
5608,7897939,14,9781605045540,Cherrie Lynn,2009,Unleashed (Ross Siblings - #1),eng,3.89,29404,1042,https://images.gr-assets.com/books/1384805371m/7202825.jpg
9902,229421,22,9780143038380,Craig Johnson,2006,Death Without Company,eng,4.23,11174,1041,https://images.gr-assets.com/books/1349807862m/236862.jpg
7656,578160,35,9780375753830,Amanda Foreman,1998,Georgiana: Duchess of Devonshire,en-US,3.79,13740,1041,https://images.gr-assets.com/books/1332041559m/319300.jpg
4720,7792859,49,9780439791460,Suzanne Collins,2006,Gregor and the Marks of Secret,eng,4.21,25671,1041,https://images.gr-assets.com/books/1397854344m/319644.jpg
2658,1229354,78,9780552152940,Terry Pratchett,1990,Moving Pictures,eng,3.91,50047,1041,https://images.gr-assets.com/books/1320456553m/34510.jpg
7940,3007852,32,9780758216430,Richelle Mead,2008,Succubus Dreams ,en-US,4.14,23418,1040,https://images.gr-assets.com/books/1315977451m/2977487.jpg
3246,13799,54,9780553572990,Dan Simmons,1997,The Rise of Endymion,eng,4.16,32910,1040,https://images.gr-assets.com/books/1329609799m/11289.jpg
7613,17064531,20,9781416997960,Brandon Mull,2013,Chasing the Prophecy (Beyonders - #3),eng,4.35,13529,1039,https://images.gr-assets.com/books/1356328161m/15801381.jpg
8617,1482372,60,9781585678440,Walter Moers - John Brownjohn,1999,Die 13½ Leben des Käpt'n Blaubär ,eng,4.20,13552,1039,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8551,46189029,9,,Jeff Wheeler,2016,The Queen's Poisoner,en-GB,4.07,14322,1039,https://images.gr-assets.com/books/1455564888m/29103028.jpg
9733,12985451,24,9781849013760,Lara Adrian,2012,Darker After Midnight,eng,4.37,16748,1039,https://images.gr-assets.com/books/1313987798m/12042279.jpg
3295,1293084,69,9781841493140,Trudi Canavan,2002,The Novice,eng,4.07,38264,1039,https://images.gr-assets.com/books/1327357280m/28250.jpg
1208,1733095,122,9780450542890,Stephen King,1990,Four Past Midnight,en-GB,3.90,81902,1039,https://images.gr-assets.com/books/1321023197m/133266.jpg
9287,1647,35,9780349117620,Max Barry,2002,Jennifer Government,eng,3.65,11600,1038,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9471,2291172,22,9780060094900,Chris Crutcher,1993,Staying Fat for Sarah Byrnes,en-US,3.94,12026,1038,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4477,16265802,39,9781451624460,Lawrence M. Krauss - Richard Dawkins,2012,A Universe from Nothing: Why There Is Something Rather Than Nothing,eng,3.92,19149,1038,https://images.gr-assets.com/books/1365217267m/11337189.jpg
5366,2207992,14,9781401218130,Brian K. Vaughan - Pia Guerra - Jos� Marzán Jr.,2008,Y: The Last Man Vol. 10: Whys And Wherefores,eng,4.34,20175,1038,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4303,1462398,53,9780060525610,Erin Hunter,2003,Forest of Secrets,eng,4.40,30595,1038,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2965,1377315,116,9780553381660,Jean M. Auel,1990,The Plains of Passage,en-US,3.77,42228,1038,https://images.gr-assets.com/books/1324059606m/74389.jpg
6957,25663814,21,9781414368180,Francine Rivers,2014,Bridge to Haven,eng,4.07,12877,1037,https://images.gr-assets.com/books/1376078910m/18228202.jpg
